Test.data,Classifier,Feature.Selection,Features,Additional.Information,Discretisation.method,Discretisation.width.number,Number.of.features,AUC,fscore2,precision,recall,Features
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,8,0.67,0.4,0.34,0.43,"Stats_qcod_0.5, GLSZM_HISAE_0.5, IVH_AVRI_80_0.5, GLCM_clusShade_0.5, IVH_RVRI_10_0.5, Stats_skewness_0.5, GLSZM_LISAE_0.5, IVH_RVRI_90_0.5"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,6,0.6,0.27,0.19,0.31,"GLDZM_DZE_0.2, IVH_AVRI_80_0.2, IVH_RVRI_20_0.2, Stats_skewness_0.2, GLCM_clusShade_0.2, GLSZM_SZV_0.2"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,5,0.58,0.34,0.23,0.4,"GLDZM_HILDE_0.1, GLRLM_SRLGE_0.1, IVH_AVRI_80_0.1, IVH_RVRI_10_0.1, GLCM_clusShade_0.1"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,8,0.61,0.37,0.24,0.43,"Stats_qcod_0.05, IVH_AVRI_80_0.05, IVH_RVRI_10_0.05, NGTDM_contrast_0.05, NGTDM_coarseness_0.05, Stats_skewness_0.05, IVH_AVRI_90_0.05, GLCM_clusProm_0.05"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,5,0.59,0.3,0.22,0.34,"IH_p90_64, GLCM_clusShade_64, IH_minGradI_64, IH_skewness_64, IVH_RVRI_20_64"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,10,0.72,0.56,0.4,0.63,"GLDZM_HIE_32, IVH_RVRI_10_32, Stats_var_32, IVH_AVRI_80_32, Shape_volume_32, GLSZM_SZV_32, Shape_centroidDistance_32, GLDZM_INN_32, IVH_RVRI_20_32, IVH_AVRI_90_32"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,8,0.6,0.32,0.24,0.36,"IH_entropy_0.5, GLSZM_HISAE_0.5, IVH_AVRI_80_0.5, GLSZM_LISAE_0.5, Stats_skewness_0.5, IVH_RVRI_90_0.5, GLCM_clusShade_0.5, IVH_RVRI_10_0.5"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,10,0.53,0.35,0.25,0.4,"IVH_AIRV_60_0.2, IVH_AVRI_90_0.2, Stats_skewness_0.2, GLSZM_LILAE_0.2, GLCM_clusProm_0.2, IVH_RVRI_70_0.2, IVH_RVRI_10_0.2, GLSZM_SZV_0.2, GLSZM_HISAE_0.2, IH_skewness_0.2"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,9,0.54,0.35,0.25,0.4,"GLDZM_DZNN_0.1, GLCM_clusShade_0.1, Stats_skewness_0.1, IVH_AVRI_80_0.1, GLDZM_HILDE_0.1, NGLDM_LGLDE_0.1, IVH_RVRI_90_0.1, IH_skewness_0.1, IVH_RVRI_10_0.1"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,7,0.63,0.47,0.32,0.54,"GLDZM_HILDE_0.05, IVH_RVRI_70_0.05, GLSZM_LAE_0.05, Stats_skewness_0.05, GLCM_energy_0.05, IVH_AVRI_90_0.05, GLCM_clusShade_0.05"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,5,0.64,0.33,0.24,0.37,"GLDZM_HIE_64, IH_skewness_64, GLDZM_DZNN_64, GLCM_clusShade_64, IVH_AVRI_90_64"
Mix,RF,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,32,8,0.5,0.11,0.11,0.12,"NGLDM_HGSDE_32, GLCM_clusShade_32, IH_skewness_32, IVH_TLGRI_70_32, GLSZM_LISAE_32, IVH_AVRI_90_32, IVH_RVRI_10_32, GLSZM_SZV_32"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Clinical,FBW,0.5,6,0.59,0.33,0.25,0.36,"IVH_RVRI_80_0.5, IVH_RVRI_70_0.5, IVH_RVRI_60_0.5, GLDZM_LDE_0.5, Shape_centroidDistance_0.5, Stats_qcod_0.5"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Clinical,FBW,0.2,3,0.39,0.08,0.05,0.09,"IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, NGLDM_DN_0.2"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Clinical,FBW,0.1,8,0.48,0.16,0.12,0.18,"IVH_RVRI_70_0.1, IVH_RVRI_60_0.1, IVH_RVRI_80_0.1, IVH_RVRI_40_0.1, GLSZM_SZN_0.1, IVH_RVRI_50_0.1, Stats_skewness_0.1, Stats_cov_0.1"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Clinical,FBW,0.05,8,0.47,0.21,0.14,0.24,"IVH_RVRI_70_0.05, IVH_RVRI_60_0.05, IVH_RVRI_80_0.05, GLCM_maxProb_0.05, GLCM_sumEntro_0.05, IVH_RVRI_50_0.05, Stats_qcod_0.05, NGLDM_DN_0.05"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Clinical,FBN,64,10,0.49,0.04,0.04,0.04,"IVH_RVRI_70_64, IVH_RVRI_80_64, GLCM_average_64, IVH_RVRI_60_64, GLCM_sumAvg_64, NGTDM_busyness_64, GLDZM_HIE_64, IVH_RVRI_50_64, IH_p90_64, Stats_cov_64"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Clinical,FBN,32,5,0.56,0.26,0.2,0.28,"IVH_RVRI_60_32, NGTDM_busyness_32, IVH_RVRI_50_32, IVH_RVRI_80_32, IVH_RVRI_70_32"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Interpolation,FBW,0.5,8,0.57,0.25,0.17,0.29,"IVH_RVRI_80_0.5, IVH_RVRI_70_0.5, Shape_centroidDistance_0.5, NGLDM_LGSDE_0.5, GLSZM_LISAE_0.5, IVH_AVRI_90_0.5, IVH_RVRI_50_0.5, Shape_spherDisprop_0.5"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Interpolation,FBW,0.2,7,0.44,0.13,0.11,0.15,"Shape_centroidDistance_0.2, IVH_RVRI_70_0.2, Shape_elongation_0.2, IVH_TLGRI_90_0.2, NGLDM_HGLDE_0.2, GLSZM_LILAE_0.2, IVH_RVRI_50_0.2"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Interpolation,FBW,0.1,3,0.36,0.13,0.08,0.16,"IVH_RVRI_80_0.1, GLRLM_LGRE_0.1, Shape_elongation_0.1"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Interpolation,FBW,0.05,6,0.42,0.1,0.07,0.12,"IH_p10_0.05, Shape_elongation_0.05, IH_skewness_0.05, IVH_RVRI_70_0.05, Shape_maxDiameter2D2_0.05, Shape_spherDisprop_0.05"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Interpolation,FBN,64,5,0.49,0.28,0.25,0.3,"IVH_RVRI_80_64, IVH_RVRI_90_64, IVH_RVRI_50_64, IVH_RVRI_70_64, Stats_qcod_64"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Interpolation,FBN,32,10,0.53,0.24,0.2,0.26,"NGLDM_SM2_32, Stats_cov_32, IVH_RVRI_80_32, GLRLM_GLNN_32, GLDZM_INN_32, IVH_TLGRI_80_32, IVH_RVRI_40_32, IVH_RVRI_60_32, Shape_sphericity_32, NGLDM_GLNN_32"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Combat harmonization,FBW,0.5,6,0.46,0.31,0.21,0.36,"IVH_RVRI_40_0.5, GLSZM_LILAE_0.5, NGLDM_DN_0.5, GLDZM_SDE_0.5, NGTDM_complexity_0.5, IH_maxGrad_0.5"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Combat harmonization,FBW,0.2,10,0.35,0.17,0.11,0.19,"IH_maxGrad_0.2, GLSZM_LAE_0.2, NGTDM_complexity_0.2, GLDZM_DZV_0.2, IVH_TLGRI_70_0.2, NGLDM_DN_0.2, GLDZM_SDE_0.2, IH_skewness_0.2, IVH_TLGRI_60_0.2, GLSZM_LILAE_0.2"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Combat harmonization,FBW,0.1,2,0.29,0.2,0.1,0.26,"GLCM_clusProm_0.1, GLDZM_DZNN_0.1"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Combat harmonization,FBW,0.05,7,0.46,0.3,0.22,0.34,"IVH_RVRI_70_0.05, IVH_RVRI_40_0.05, NGTDM_busyness_0.05, GLSZM_LAE_0.05, GLCM_clusShade_0.05, GLDZM_DZV_0.05, GLCM_infoCorr2_0.05"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Combat harmonization,FBN,64,3,0.44,0.1,0.08,0.11,"GLDZM_DZNN_64, Stats_qcod_64, GLDZM_HILDE_64"
Mix,RF,Embebed RF FS Accuracy decrease,Original Radiomics Features,Combat harmonization,FBN,32,9,0.48,0.22,0.17,0.25,"GLCM_maxProb_32, GLDZM_DZV_32, NGTDM_busyness_32, Stats_qcod_32, Shape_compactness3_32, IVH_TLGRI_60_32, GLDZM_LDE_32, GLDZM_DZNN_32, Shape_centroidDistance_32"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.5,7,0.66,0.3,0.31,0.3,"IVH_RVRI_90_0.5, IVH_RVRI_60_0.5, IVH_RVRI_50_0.5, IH_kurtosis_0.5, IVH_AVRI_90_0.5, GLDZM_LDE_0.5, IVH_RVRI_40_0.5"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.2,2,0.66,0.31,0.23,0.35,"IVH_RVRI_90_0.2, GLCM_clusShade_0.2"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.1,8,0.74,0.43,0.38,0.45,"IVH_RVRI_50_0.1, IVH_AVRI_90_0.1, GLCM_clusShade_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1, IVH_RVRI_70_0.1, IVH_RVRI_40_0.1, IVH_RVRI_60_0.1"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.05,10,0.67,0.44,0.42,0.45,"IVH_RVRI_90_0.05, IVH_RVRI_60_0.05, GLCM_clusShade_0.05, IVH_AVRI_90_0.05, IVH_RVRI_50_0.05, IVH_TLGRI_90_0.05, IVH_RVRI_70_0.05, IVH_RVRI_40_0.05, Stats_skewness_0.05, GLCM_infoCorr1_0.05"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,2,0.64,0.4,0.26,0.47,"NGLDM_HGSDE_64, Shape_areaDensityBB_64"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,6,0.6,0.25,0.24,0.25,"IVH_RVRI_60_32, NGLDM_HGSDE_32, IVH_RVRI_90_32, IH_p90_32, GLSZM_HISAE_32, GLSZM_INN_32"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,6,0.65,0.49,0.29,0.59,"IVH_RVRI_90_0.5, IVH_RVRI_80_0.5, GLCM_infoCorr2_0.5, IVH_AVRI_90_0.5, Shape_leastaxislength_0.5, Shape_areaDensityBB_0.5"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,10,0.54,0.34,0.23,0.4,"IVH_RVRI_90_0.2, IVH_RVRI_80_0.2, IVH_AVRI_90_0.2, Shape_leastaxislength_0.2, GLCM_infoCorr2_0.2, Stats_skewness_0.2, GLDZM_IV_0.2, IVH_AVRI_80_0.2, IVH_RVRI_70_0.2, IH_skewness_0.2"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,10,0.6,0.32,0.22,0.36,"IVH_RVRI_90_0.1, IVH_RVRI_80_0.1, IVH_AVRI_90_0.1, Shape_areaDensityBB_0.1, IVH_RVRI_70_0.1, Shape_leastaxislength_0.1, Shape_centroidDistance_0.1, GLCM_infoCorr2_0.1, IH_skewness_0.1, GLCM_clusShade_0.1"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,8,0.6,0.4,0.22,0.52,"IVH_RVRI_90_0.05, IVH_RVRI_80_0.05, Shape_surface_0.05, NGTDM_strength_0.05, Shape_surfVolRatio_0.05, IVH_AVRI_90_0.05, Shape_centroidDistance_0.05, Shape_flatness_0.05"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,8,0.63,0.42,0.32,0.46,"IVH_RVRI_90_64, NGLDM_HGSDE_64, IVH_RVRI_80_64, IVH_AVRI_90_64, Stats_range_64, GLDZM_HIE_64, GLDZM_HISDE_64, Shape_areaDensityBB_64"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,7,0.67,0.48,0.29,0.58,"IVH_RVRI_90_32, Shape_surfVolRatio_32, Shape_centroidDistance_32, IVH_RVRI_80_32, IVH_AVRI_90_32, Shape_majoraxislength_32, GLSZM_INN_32"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,10,0.62,0.46,0.33,0.53,"Fractal_sd_0.5, IVH_RVRI_90_0.5, GLCM_clusShade_0.5, Stats_kurtosis_0.5, IH_skewness_0.5, NGTDM_busyness_0.5, IVH_RVRI_40_0.5, GLCM_sumEntro_0.5, GLCM_clusProm_0.5, GLCM_sumSquares_0.5"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,2,0.5,0.33,0.24,0.36,"GLCM_clusShade_0.2, IVH_RVRI_90_0.2"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,10,0.52,0.35,0.24,0.4,"GLDZM_DZNN_0.1, GLCM_clusShade_0.1, IVH_RVRI_90_0.1, GLCM_clusProm_0.1, Stats_skewness_0.1, IVH_RVRI_80_0.1, IH_kurtosis_0.1, GLDZM_SDE_0.1, NGLDM_DV_0.1, GLDZM_HILDE_0.1"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,2,0.75,0.46,0.36,0.5,"IVH_RVRI_90_0.05, GLCM_infoCorr2_0.05"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,10,0.57,0.33,0.24,0.38,"Stats_var_64, Stats_std_64, NGLDM_HGSDE_64, IVH_RVRI_90_64, GLCM_clusShade_64, IVH_TLGRI_60_64, IVH_RVRI_40_64, IVH_RVRI_60_64, Shape_elongation_64, GLDZM_LISDE_64"
Mix,RF,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,32,3,0.44,0.31,0.19,0.38,"NGLDM_HGSDE_32, Stats_var_32, Stats_skewness_32"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBW,0.5,8,0.44,0.17,0.12,0.19,"IVH_RVRI_80_0.5, IVH_RVRI_70_0.5, IVH_RVRI_60_0.5, IVH_RVRI_50_0.5, NGLDM_DN_0.5, IVH_RVRI_40_0.5, GLCM_clusShade_0.5, IH_maxGrad_0.5"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBW,0.2,10,0.48,0.3,0.19,0.36,"IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, NGLDM_DN_0.2, GLSZM_SZN_0.2, GLCM_clusShade_0.2, Shape_centroidDistance_0.2, Shape_areaDensityBE_0.2, NGTDM_complexity_0.2"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBW,0.1,10,0.46,0.22,0.16,0.24,"IVH_RVRI_70_0.1, IVH_RVRI_60_0.1, IVH_RVRI_80_0.1, IVH_RVRI_50_0.1, GLSZM_SZN_0.1, IVH_RVRI_40_0.1, Shape_centroidDistance_0.1, GLCM_clusShade_0.1, Stats_skewness_0.1, NGLDM_DN_0.1"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBW,0.05,4,0.51,0.23,0.14,0.26,"IVH_RVRI_80_0.05, IVH_RVRI_70_0.05, IVH_RVRI_60_0.05, GLCM_maxProb_0.05"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBN,64,5,0.48,0.08,0.07,0.09,"IVH_RVRI_80_64, IVH_RVRI_70_64, IVH_RVRI_60_64, GLCM_average_64, GLDZM_HIE_64"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBN,32,3,0.61,0.31,0.25,0.33,"IVH_RVRI_80_32, IVH_RVRI_60_32, NGTDM_busyness_32"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBW,0.5,7,0.43,0.13,0.09,0.15,"IVH_RVRI_80_0.5, IVH_RVRI_70_0.5, GLSZM_LISAE_0.5, Shape_centroidDistance_0.5, IVH_RVRI_50_0.5, IH_kurtosis_0.5, GLDZM_LISDE_0.5"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBW,0.2,10,0.47,0.15,0.12,0.16,"IVH_RVRI_70_0.2, Shape_centroidDistance_0.2, IVH_RVRI_50_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2, Shape_elongation_0.2, IVH_TLGRI_90_0.2, NGLDM_HGLDE_0.2, GLSZM_LILAE_0.2, IVH_TLGRI_70_0.2"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBW,0.1,10,0.39,0.15,0.13,0.16,"IVH_RVRI_80_0.1, IVH_RVRI_70_0.1, Shape_elongation_0.1, NGLDM_HGLDE_0.1, IVH_RVRI_90_0.1, Shape_centroidDistance_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, GLSZM_HILAE_0.1, GLRLM_LRLGE_0.1"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBW,0.05,3,0.34,0.18,0.11,0.23,"IVH_RVRI_80_0.05, Shape_elongation_0.05, IVH_RVRI_70_0.05"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBN,64,5,0.46,0.3,0.2,0.35,"IVH_RVRI_80_64, IVH_RVRI_70_64, IVH_RVRI_90_64, Shape_elongation_64, NGLDM_SM2_64"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBN,32,7,0.61,0.22,0.18,0.23,"NGLDM_SM2_32, GLRLM_GLNN_32, IVH_RVRI_60_32, IVH_RVRI_80_32, Stats_cov_32, NGLDM_GLNN_32, NGLDM_LGLDE_32"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBW,0.5,3,0.35,0.22,0.12,0.29,"NGLDM_DN_0.5, GLCM_clusShade_0.5, GLDZM_SDE_0.5"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBW,0.2,10,0.34,0.19,0.11,0.23,"GLSZM_LAE_0.2, IH_maxGrad_0.2, NGTDM_complexity_0.2, NGLDM_DN_0.2, GLCM_clusShade_0.2, GLDZM_DZV_0.2, IVH_TLGRI_60_0.2, IVH_RVRI_60_0.2, GLCM_clusProm_0.2, IVH_TLGRI_70_0.2"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBW,0.1,3,0.37,0.29,0.15,0.37,"GLSZM_HILAE_0.1, GLDZM_DZNN_0.1, GLCM_clusProm_0.1"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBW,0.05,2,0.31,0.15,0.09,0.18,"GLCM_clusShade_0.05, IVH_RVRI_80_0.05"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBN,64,10,0.37,0.11,0.08,0.13,"Stats_qcod_64, IVH_RVRI_70_64, GLDZM_HILDE_64, GLDZM_DZNN_64, IVH_RVRI_40_64, IVH_RVRI_80_64, GLDZM_LDE_64, IVH_TLGRI_60_64, GLDZM_DZV_64, GLDZM_SDE_64"
Mix,RF,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBN,32,8,0.4,0.12,0.1,0.13,"IVH_RVRI_80_32, IVH_TLGRI_60_32, GLCM_maxProb_32, Stats_qcod_32, GLDZM_DZV_32, IH_p90_32, NGTDM_busyness_32, GLDZM_LDE_32"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.5,9,0.72,0.39,0.35,0.41,"IVH_RVRI_90_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IH_kurtosis_0.5, IVH_RVRI_50_0.5, IVH_AVRI_90_0.5, IVH_RVRI_40_0.5, GLCM_clusShade_0.5, Shape_areaDensityBE_0.5"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.2,2,0.66,0.31,0.23,0.35,"IVH_RVRI_90_0.2, GLCM_clusShade_0.2"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.1,3,0.76,0.38,0.37,0.39,"IVH_AVRI_90_0.1, IVH_RVRI_70_0.1, IVH_RVRI_60_0.1"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.05,5,0.74,0.46,0.43,0.48,"IVH_RVRI_90_0.05, IVH_RVRI_60_0.05, IVH_RVRI_50_0.05, GLCM_clusShade_0.05, IVH_RVRI_70_0.05"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,7,0.63,0.26,0.27,0.27,"NGLDM_HGSDE_64, IVH_RVRI_60_64, IVH_RVRI_50_64, Shape_areaDensityBB_64, IVH_RVRI_70_64, GLSZM_HIE_64, IVH_AVRI_90_64"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,3,0.54,0.31,0.31,0.32,"IVH_RVRI_60_32, NGLDM_HGSDE_32, GLSZM_HISAE_32"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,6,0.58,0.44,0.25,0.54,"IVH_RVRI_90_0.5, IVH_RVRI_80_0.5, GLCM_infoCorr2_0.5, GLCM_sumEntro_0.5, IVH_AVRI_90_0.5, GLCM_sumVar_0.5"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,9,0.55,0.35,0.24,0.41,"IVH_RVRI_90_0.2, IVH_RVRI_80_0.2, IVH_AVRI_90_0.2, IVH_RVRI_70_0.2, GLDZM_IV_0.2, IVH_TLGRI_90_0.2, Shape_leastaxislength_0.2, IH_kurtosis_0.2, Stats_skewness_0.2"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,3,0.61,0.47,0.27,0.58,"IVH_RVRI_90_0.1, IVH_RVRI_80_0.1, IVH_AVRI_90_0.1"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,9,0.61,0.38,0.22,0.48,"IVH_RVRI_90_0.05, IVH_RVRI_80_0.05, IVH_AVRI_90_0.05, NGTDM_strength_0.05, GLCM_clusShade_0.05, IVH_RVRI_70_0.05, Shape_surface_0.05, Shape_centroidDistance_0.05, IVH_RVRI_50_0.05"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,2,0.51,0.26,0.15,0.32,"IVH_RVRI_90_64, IVH_RVRI_80_64"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,6,0.62,0.42,0.26,0.5,"IVH_RVRI_90_32, IVH_RVRI_80_32, Stats_meanD_32, Shape_centroidDistance_32, GLDZM_INN_32, Shape_majoraxislength_32"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,6,0.57,0.33,0.25,0.37,"Fractal_sd_0.5, IVH_RVRI_90_0.5, GLCM_clusShade_0.5, GLCM_clusProm_0.5, IVH_RVRI_80_0.5, IVH_RVRI_70_0.5"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,2,0.5,0.33,0.24,0.36,"GLCM_clusShade_0.2, IVH_RVRI_90_0.2"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,7,0.53,0.35,0.25,0.4,"GLDZM_DZNN_0.1, GLCM_clusShade_0.1, IVH_RVRI_90_0.1, GLCM_clusProm_0.1, Stats_skewness_0.1, GLDZM_HILDE_0.1, IVH_RVRI_80_0.1"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,2,0.65,0.38,0.25,0.44,"IVH_RVRI_90_0.05, GLCM_sumVar_0.05"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,2,0.58,0.34,0.2,0.41,"NGLDM_HGSDE_64, Stats_var_64"
Mix,RF,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,32,10,0.48,0.26,0.18,0.31,"NGLDM_HGSDE_32, GLDZM_HISDE_32, Stats_var_32, Stats_skewness_32, IVH_RVRI_70_32, IVH_RVRI_80_32, Stats_meanD_32, IVH_TLGRI_60_32, GLCM_clusShade_32, Stats_std_32"
Mix,SVM,Forward MRMR pearson,Original Radiomics Features,Clinical,FBW,0.5,8,0.51,0.36,0.2,0.49,"IH_mode_0.5, GLSZM_HILAE_0.5, IVH_RVRI_60_0.5, Metastasis, Age, Histology, Shape_volumeDensityBB_0.5, GLDZM_DZNN_0.5"
Mix,SVM,Forward MRMR pearson,Original Radiomics Features,Clinical,FBW,0.2,1,0.5,0.34,0.17,0.48,IVH_RVRI_60_0.2
Mix,SVM,Forward MRMR pearson,Original Radiomics Features,Clinical,FBW,0.1,10,0.5,0.35,0.18,0.48,"IH_mode_0.1, IVH_RVRI_40_0.1, NGTDM_coarseness_0.1, Shape_elongation_0.1, GLCM_infoCorr2_0.1, Age, GLDZM_DZNN_0.1, Metastasis, Histology, IVH_RVRI_60_0.1"
Mix,SVM,Forward MRMR pearson,Original Radiomics Features,Clinical,FBW,0.05,9,0.5,0.34,0.17,0.48,"Shape_elongation_0.05, IVH_RVRI_40_0.05, IH_mode_0.05, Shape_maxDiameter2D2_0.05, Age, GLCM_energy_0.05, Metastasis, Histology, IVH_RVRI_60_0.05"
